code,title,major_code,major_title,x,y
33330,Employment agent/Labour contractor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.402264,7.5838995
33340,Real estate agent,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.3541307,9.082773
33391,Auctioneer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.3796606,9.037033
33392,Advertising salesperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.953402,8.839548
33393,International market agent/representative,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.43559,9.035662
33394,Safety/Security consultant,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.164573,8.980203
33399,Other business services agent n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.3323193,8.957055
33461,Logistics/Production planner,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.1177173,8.674058
33462,Maintenance planner,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.6263828,8.783888
33491,Management executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.6215186,7.1912365
33492,Operations officer (administrative),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.8209573,7.9809737
33493,Crewing executive (ship),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,-1.1574938,8.890896
33494,Executive secretary,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3.8437896,7.6301713
33499,Other administrative and related associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.741979,6.9201875
33510,Customs/Immigration officer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.8091364,8.376513
33551,Police inspector,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.9048133,6.6919446
33552,Auxiliary police officer supervisor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.8574958,6.662024
33591,Government tax/excise official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.281868,7.995395
33592,Government social benefits official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.7451534,7.703331
33593,Government licensing official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.5552893,7.8258896
33599,Other government associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.528919,7.800388
33601,Air transport equipment project executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.4477626,8.7869425
33602,Rail transport equipment project executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.4442135,8.710163
33603,Road transport equipment project executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.4821781,8.798574
33609,Transport equipment project executive n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.4780301,8.765311
34110,Legal associate professional,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.5370536,8.430606
34121,Youth work associate,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.7114735,5.9357686
34122,Social work associate,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.6246614,6.038485
34123,Volunteer executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.4006987,6.245935
34210,Athlete/Sportsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.1741695,5.054493
34221,Sports coach,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.156713,5.0507536
34222,Martial arts instructor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.3348074,5.009889
34223,Physical fitness instructor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.1750984,5.002437
34224,Sports official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.1230583,5.0978928
34229,Sports coach/instructor/official and related associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.2505174,5.0572553
34310,Photographer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.44133112,5.83868
34321,Interior designer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.0814373,4.572057
34322,Decorator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.0919563,4.583583
34323,Visual merchandiser,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.1462829,4.553079
34331,Library officer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.2285795,6.2643304
34332,Gallery/Museum and related technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.2249343,6.08789
34341,Chef (excluding pastry chef),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.190331,4.6148195
34342,Kitchen operations head/supervisor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.2048306,4.5803924
34343,Pastry chef,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4.1437125,4.62804
34391,Tattooist,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.5078752,3.4603255
34399,Other artistic/cultural associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.2689797,5.126359
34401,Disc jockey,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.087982,5.797837
34409,Creative/Performing arts associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.2185007,5.2657013
35110,Computer systems operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.2408736,9.879283
35121,IT infrastructure technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.2048247,10.031131
35122,IT security technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.0739977,10.239338
35123,IT support technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.272896,10.1052065
35129,Computer technician n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,1.7168726,9.77046
35140,Website administrator/Webmaster,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2.2358613,10.097169
35211,Media/Broadcasting operations technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.05649035,6.480025
35212,Video camera operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.21445465,6.328043
35213,Television/Motion picture camera operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.29375914,6.2288694
35214,Radio/Television studio equipment operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.21274734,6.350218
35215,Sound engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.1913705,6.3881145
35219,Broadcasting technician/Audio-visual operator n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.3085826,6.3260856
35220,Telecommunications engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,-1.0111556,7.0716815
35231,Telecommunications service supervisor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,-0.27910203,7.046787
35232,Radio-telephone operator (land-based),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,-0.2696194,6.876289
35239,Telecommunications equipment operator n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.07853369,6.617789
35290,Telecommunications/Broadcasting technician/Audio-visual operator n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,0.13243134,6.4424872
36100,Preschool education teacher,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6.524358,5.0958066
36201,Language instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.2091165,5.1807466
36202,Art and craft instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.1795626,5.198478
36203,Information technology trainer (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.135583,5.25128
36204,Music instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.2210827,5.1786866
36205,Dance instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.15108,5.2270613
36206,Speech and drama instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.2179456,5.1811686
36209,Extracurriculum instructor n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,7.1012635,5.2243023
36910,Private tutor (academic),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6.798952,5.286085
36991,Relief teacher,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6.803386,5.1630335
36999,Other teaching associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6.805828,5.364095
39910,Non-ordained religious associate professional,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5.2153654,6.162731
40000,Office supervisor,4,CLERICAL SUPPORT WORKERS,2.2165644,7.426617
41101,Office clerk,4,CLERICAL SUPPORT WORKERS,3.418413,7.918662
41102,Personnel/Human resource clerk,4,CLERICAL SUPPORT WORKERS,5.130671,7.6142077
41109,General office clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,3.4552217,7.898792
41201,Secretary,4,CLERICAL SUPPORT WORKERS,3.4191115,7.7431846
41202,Verbatim reporter,4,CLERICAL SUPPORT WORKERS,1.686693,6.3942575
41310,Typist/Word processing operator,4,CLERICAL SUPPORT WORKERS,1.5313238,6.2849116
41320,Data entry clerk,4,CLERICAL SUPPORT WORKERS,3.5018106,8.634077
42111,Bank teller,4,CLERICAL SUPPORT WORKERS,3.3501146,8.379709
42112,Postal service counter clerk,4,CLERICAL SUPPORT WORKERS,3.1058524,8.290067
42113,Money changer,4,CLERICAL SUPPORT WORKERS,3.2908597,8.317374
42119,Bank teller and related counter clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,3.2587225,8.262464
42131,Pawnbroker,4,CLERICAL SUPPORT WORKERS,4.1874456,8.822894
42132,Moneylender,4,CLERICAL SUPPORT WORKERS,4.0250616,8.750298
42141,Bill collector,4,CLERICAL SUPPORT WORKERS,3.7033005,8.545844
42149,Bill collector and related worker n.e.c.,4,CLERICAL SUPPORT WORKERS,3.5229359,8.3139715
42210,Travel consultant/reservation executive,4,CLERICAL SUPPORT WORKERS,3.6577666,5.946659
42230,Telephone operator,4,CLERICAL SUPPORT WORKERS,-0.32171428,6.9300056
42241,Receptionist (general),4,CLERICAL SUPPORT WORKERS,3.6544554,6.189737
42242,Hotel receptionist,4,CLERICAL SUPPORT WORKERS,3.6206658,5.9710727
42243,Medical/Dental receptionist,4,CLERICAL SUPPORT WORKERS,3.6325784,6.098193
42244,Passenger services agent,4,CLERICAL SUPPORT WORKERS,3.456739,5.9375677
42245,Customer service officer/clerk,4,CLERICAL SUPPORT WORKERS,3.834072,7.3854837
42246,Contact centre information clerk,4,CLERICAL SUPPORT WORKERS,3.8772511,7.3726215
42247,Hotel executive,4,CLERICAL SUPPORT WORKERS,3.7274144,5.878676
42249,Receptionist/Customer service/information clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,3.648482,7.4917097
42290,Client information clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,3.6638372,7.768101
43111,Bookkeeper,4,CLERICAL SUPPORT WORKERS,3.762865,8.330942
43112,Ledger/Accounts clerk,4,CLERICAL SUPPORT WORKERS,3.7048578,8.466846
43113,Audit clerk,4,CLERICAL SUPPORT WORKERS,3.6590898,8.308607
43114,Payroll/Wages clerk,4,CLERICAL SUPPORT WORKERS,3.6527364,8.479998
43115,Billing clerk,4,CLERICAL SUPPORT WORKERS,3.6412425,8.451574
43116,Procurement/Purchasing clerk,4,CLERICAL SUPPORT WORKERS,5.4139085,9.294568
43119,Accounting/Bookkeeping clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,3.6525958,8.309313
43121,Bank operations clerk,4,CLERICAL SUPPORT WORKERS,3.6571023,8.5287
43122,Insurance/Underwriting clerk,4,CLERICAL SUPPORT WORKERS,3.9464264,8.647705
43123,Securities clerk,4,CLERICAL SUPPORT WORKERS,3.805897,8.6074295
43129,Finance/Insurance clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,3.806085,8.507102
43141,Statistical clerk,4,CLERICAL SUPPORT WORKERS,3.6661527,9.219156
43142,Enumerator/Market research interviewer,4,CLERICAL SUPPORT WORKERS,3.8129385,9.310383
43151,Data processing control clerk,4,CLERICAL SUPPORT WORKERS,2.3330028,8.969229
43159,Computer operations clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,2.3222091,9.025217
43211,Stock records clerk,4,CLERICAL SUPPORT WORKERS,2.8122506,8.49026
43212,Storekeeper,4,CLERICAL SUPPORT WORKERS,2.8242183,8.482982
43219,Stock clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,2.9014418,8.434326
43221,Material planning clerk,4,CLERICAL SUPPORT WORKERS,2.189639,8.715518
43222,Production planning clerk,4,CLERICAL SUPPORT WORKERS,2.1770928,8.895729
43229,Production clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,2.331732,8.813585
43231,Shipping clerk,4,CLERICAL SUPPORT WORKERS,1.7808111,8.40558
43232,Land transport clerk,4,CLERICAL SUPPORT WORKERS,1.4418018,8.231774
43233,Air transport clerk,4,CLERICAL SUPPORT WORKERS,1.363473,8.212815
43239,Transport clerk n.e.c.,4,CLERICAL SUPPORT WORKERS,1.7394938,8.242346
44110,Library clerk,4,CLERICAL SUPPORT WORKERS,2.234988,6.362004
44121,Postal service supervisor,4,CLERICAL SUPPORT WORKERS,2.3274949,7.9406734
44122,Postman,4,CLERICAL SUPPORT WORKERS,2.403164,7.8492527
44123,Process server,4,CLERICAL SUPPORT WORKERS,2.4127252,7.9085436
44129,Mail carrier/sorting worker n.e.c.,4,CLERICAL SUPPORT WORKERS,2.4420435,7.868206
44170,Legal clerk,4,CLERICAL SUPPORT WORKERS,4.310345,8.361774
44191,Proofreading clerk,4,CLERICAL SUPPORT WORKERS,1.5442883,6.1644936
44199,Other clerical support worker n.e.c.,4,CLERICAL SUPPORT WORKERS,3.2436812,7.7871184
51111,Chief steward,5,SERVICES AND SALES WORKERS,-0.8372016,8.803139
51112,Cabin attendant/steward,5,SERVICES AND SALES WORKERS,-0.3738066,8.698658
51121,Rail station service assistant,5,SERVICES AND SALES WORKERS,1.3213886,8.218231
51122,Ticket inspector,5,SERVICES AND SALES WORKERS,1.3948786,8.128918
51129,Transport service inspector and related worker n.e.c.,5,SERVICES AND SALES WORKERS,1.3920388,8.099887
51131,Tour guide,5,SERVICES AND SALES WORKERS,3.5500093,6.0618696
51132,Attractions guide,5,SERVICES AND SALES WORKERS,3.588213,6.052819
51201,Cook,5,SERVICES AND SALES WORKERS,4.1596007,4.611599
51202,Senior cook,5,SERVICES AND SALES WORKERS,4.1884,4.5863314
51311,Captain waiter/Waiter supervisor,5,SERVICES AND SALES WORKERS,3.9692233,4.8869333
51312,Waiter,5,SERVICES AND SALES WORKERS,3.9772124,4.9355993
51313,Sommelier,5,SERVICES AND SALES WORKERS,4.0211954,4.95337
51321,Bartender/Mixologist,5,SERVICES AND SALES WORKERS,3.9402392,4.933882
51322,Barista,5,SERVICES AND SALES WORKERS,3.9077926,4.8962054
51330,Bar/Lounge hostess,5,SERVICES AND SALES WORKERS,3.9610183,5.049819
51390,Waiter/Bartender n.e.c.,5,SERVICES AND SALES WORKERS,3.9480615,4.8818903
51411,Hair stylist/Hairdresser,5,SERVICES AND SALES WORKERS,2.64178,3.3587768
51412,Barber,5,SERVICES AND SALES WORKERS,2.6440313,3.3495548
51419,Hairdresser/Barber and related worker n.e.c.,5,SERVICES AND SALES WORKERS,2.5952668,3.3055186
51421,Beautician,5,SERVICES AND SALES WORKERS,2.5974405,3.4040391
51422,Manicurist,5,SERVICES AND SALES WORKERS,2.646726,3.3534992
51423,Makeup artist (stage/film/studio),5,SERVICES AND SALES WORKERS,2.5189857,3.4732075
51491,Masseur (non-medical),5,SERVICES AND SALES WORKERS,4.86423,3.0791142
51492,Slimming consultant,5,SERVICES AND SALES WORKERS,4.8675876,3.3828058
51499,Other wellness related worker n.e.c.,5,SERVICES AND SALES WORKERS,4.9657755,3.292185
51501,Housekeeper (hotel and related establishment),5,SERVICES AND SALES WORKERS,2.9648666,4.7622395
51502,House steward,5,SERVICES AND SALES WORKERS,3.4477746,4.874752
51503,Housekeeping matron,5,SERVICES AND SALES WORKERS,2.9591146,4.799158
51504,Head butler (hotel and related establishment),5,SERVICES AND SALES WORKERS,3.4624646,5.0703125
51505,Butler (hotel and related establishment),5,SERVICES AND SALES WORKERS,3.4257276,5.1154194
51509,Housekeeper and related worker n.e.c.,5,SERVICES AND SALES WORKERS,2.883917,4.786074
51701,Gaming supervisor,5,SERVICES AND SALES WORKERS,3.739008,6.7032337
51702,Bookmaker/Croupier/Casino dealer and related gaming worker,5,SERVICES AND SALES WORKERS,3.694887,7.151177
51910,Astrologer/Fortune-teller and related worker,5,SERVICES AND SALES WORKERS,4.261721,9.402351
51931,Funeral director,5,SERVICES AND SALES WORKERS,3.03074,4.0719395
51932,Embalmer,5,SERVICES AND SALES WORKERS,2.8498445,3.751047
51941,Pet groomer,5,SERVICES AND SALES WORKERS,2.9902985,3.2420096
51942,Keeper/Trainer in zoological/bird/aquatic park,5,SERVICES AND SALES WORKERS,3.097964,3.2034845
51943,Horse trainer,5,SERVICES AND SALES WORKERS,3.1429963,3.2128904
51944,Dog trainer,5,SERVICES AND SALES WORKERS,3.1030834,3.2176988
51949,Pet groomer/Animal keeper/trainer n.e.c.,5,SERVICES AND SALES WORKERS,3.0672684,3.2366498
51950,Driving instructor/tester,5,SERVICES AND SALES WORKERS,6.981447,5.13763
51991,Social escort,5,SERVICES AND SALES WORKERS,4.073783,5.613318
51999,Other personal services worker n.e.c.,5,SERVICES AND SALES WORKERS,4.6015167,6.324459
52110,Hawker/Stall holder (excluding prepared food and drinks),5,SERVICES AND SALES WORKERS,5.4967365,8.678316
52120,Hawker/Stall holder (prepared food/drinks),5,SERVICES AND SALES WORKERS,3.9331338,5.0883784
52130,Newsvendor,5,SERVICES AND SALES WORKERS,2.766873,7.485802
52190,Stall sales worker n.e.c.,5,SERVICES AND SALES WORKERS,5.4987106,8.519367
52201,Sales supervisor,5,SERVICES AND SALES WORKERS,6.022536,8.787852
52202,Shop sales assistant,5,SERVICES AND SALES WORKERS,5.9033065,8.802194
52301,Cage/Count supervisor,5,SERVICES AND SALES WORKERS,3.3439176,8.053891
52302,Cashier (general),5,SERVICES AND SALES WORKERS,3.193543,8.269552
52303,Office cashier,5,SERVICES AND SALES WORKERS,3.227842,8.303427
52309,Cashier/Ticket clerk n.e.c.,5,SERVICES AND SALES WORKERS,3.2408962,8.281296
52410,Fashion and related model,5,SERVICES AND SALES WORKERS,1.0763675,4.6961064
52421,Sales demonstrator,5,SERVICES AND SALES WORKERS,5.8618956,8.754342
52422,Salesperson (door-to-door),5,SERVICES AND SALES WORKERS,5.793296,8.860005
52440,Telemarketer,5,SERVICES AND SALES WORKERS,5.941332,8.434089
52491,Petrol station attendant,5,SERVICES AND SALES WORKERS,3.623002,5.102456
52492,Food service counter attendant,5,SERVICES AND SALES WORKERS,3.9061332,4.900091
52499,Other sales worker n.e.c.,5,SERVICES AND SALES WORKERS,5.487305,8.393559
53111,Babysitter/Infant care-giver,5,SERVICES AND SALES WORKERS,6.0230837,5.0802608
53112,Confinement nanny,5,SERVICES AND SALES WORKERS,5.9734364,5.0184503
53113,Child/After school care centre worker,5,SERVICES AND SALES WORKERS,6.0893927,5.123301
53114,Child/Youth residential care assistant,5,SERVICES AND SALES WORKERS,6.0418973,5.1045527
53120,Teacher aide,5,SERVICES AND SALES WORKERS,6.715488,5.14895
53201,Healthcare assistant,5,SERVICES AND SALES WORKERS,5.0807714,3.4566061
53202,Nursing aide/assistant,5,SERVICES AND SALES WORKERS,5.1596613,3.5757446
53203,Dental aide/assistant,5,SERVICES AND SALES WORKERS,5.021555,3.4186146
53209,Healthcare assistant and related personal care worker n.e.c.,5,SERVICES AND SALES WORKERS,5.11762,3.4784682
54110,Fire-fighting/Rescue officer,5,SERVICES AND SALES WORKERS,-2.5727003,5.343279
54121,Police officer,5,SERVICES AND SALES WORKERS,2.842979,6.718479
54122,Narcotics officer,5,SERVICES AND SALES WORKERS,2.9207344,6.6381974
54123,Auxiliary police officer,5,SERVICES AND SALES WORKERS,2.8871825,6.640832
54130,Prison officer,5,SERVICES AND SALES WORKERS,2.8396301,6.7013655
54141,Senior security supervisor,5,SERVICES AND SALES WORKERS,2.7901027,6.7806425
54142,Security supervisor,5,SERVICES AND SALES WORKERS,2.835564,6.7454333
54143,Senior private security officer,5,SERVICES AND SALES WORKERS,2.8965895,6.7266026
54144,Private security officer,5,SERVICES AND SALES WORKERS,2.9008815,6.6541123
54150,Lifeguard,5,SERVICES AND SALES WORKERS,-0.9771438,8.734875
54191,Private investigator,5,SERVICES AND SALES WORKERS,3.0832357,6.502347
54192,Industrial investigator,5,SERVICES AND SALES WORKERS,3.079397,6.5018973
54193,Insurance investigator,5,SERVICES AND SALES WORKERS,3.1180463,6.615646
54194,Park ranger,5,SERVICES AND SALES WORKERS,3.233087,6.2012835
54199,Other protective services and related worker n.e.c.,5,SERVICES AND SALES WORKERS,3.0796878,6.36053
59000,Services worker n.e.c.,5,SERVICES AND SALES WORKERS,4.505254,6.5645986
61110,Vegetable farm worker,6,AGRICULTURAL AND FISHERY WORKERS,-1.0611203,2.960775
61131,Landscape/Plant nursery supervisor,6,AGRICULTURAL AND FISHERY WORKERS,-0.8507386,3.0052645
61132,Plant nursery worker,6,AGRICULTURAL AND FISHERY WORKERS,-0.9323936,2.947905
61133,Gardener/Horticultural worker,6,AGRICULTURAL AND FISHERY WORKERS,-0.93517387,2.987753
61210,Livestock/Dairy farm worker,6,AGRICULTURAL AND FISHERY WORKERS,-1.2260003,2.9905386
61220,Poultry farm worker,6,AGRICULTURAL AND FISHERY WORKERS,-1.3248785,2.915729
61900,Agricultural worker n.e.c.,6,AGRICULTURAL AND FISHERY WORKERS,-1.0822692,2.972657
62211,Fish/Prawn farm worker,6,AGRICULTURAL AND FISHERY WORKERS,-1.38564,2.8456771
62212,Aquarium fish farm worker,6,AGRICULTURAL AND FISHERY WORKERS,-1.4066352,2.8593025
62219,Aquaculture worker n.e.c.,6,AGRICULTURAL AND FISHERY WORKERS,-1.4000087,2.8330169
62220,Coastal waters/Deep sea fishery worker,6,AGRICULTURAL AND FISHERY WORKERS,-1.4264627,2.8569424
71000,Supervisor/General foreman (building and related trades),7,CRAFTSMEN AND RELATED TRADES WORKERS,1.8901521,7.3188043
71120,Bricklayer/Blocklayer,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.26944968,4.263371
71130,Stonemason/Stone cutter/splitter/carver,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.13779616,4.361424
71141,Concrete form worker,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.07451113,4.4268312
71142,Cement finisher/Screeder,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.116510555,4.490902
71149,Concrete placer/finisher and related worker n.e.c.,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.18848322,4.619996
71151,Carpenter,7,CRAFTSMEN AND RELATED TRADES WORKERS,-0.030312946,4.509032
71152,Joiner,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.04775551,4.572387
71191,Scaffolder,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.12823066,4.441599
71192,Cladding/Curtain wall erector,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.34510297,4.2547975
71199,Other building frame and related trades worker n.e.c.,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.17075643,4.556048
71210,Roofer,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.14961609,4.348141
71220,Floor/Wall tiler,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.3691314,4.1927
71230,Plasterer,7,CRAFTSMEN AND RELATED TRADES WORKERS,0.4159018,4.164383
71241,Refrigeration/Air-conditioning equipment insulator,7,CRAFTSMEN AND RELATED TRADES WORKERS,-1.4845732,5.6303773
71242,Boiler/Pipe insulator,7,CRAFTSMEN AND RELATED TRADES WORKERS,-1.3290856,5.48869
71249,Insulation worker n.e.c.,7,CRAFTSMEN AND RELATED TRADES WORKERS,-1.3971939,5.5801215
71250,Glazier,7,CRAFTSMEN AND RELATED TRADES WORKERS,-0.17949043,4.633202
71261,Plumber,7,CRAFTSMEN AND RELATED TRADES WORKERS,-0.85422075,5.312927
71262,Pipe fitter,7,CRAFTSMEN AND RELATED TRADES WORKERS,-0.86593205,5.4120874
71263,Pipe/Drain layer,7,CRAFTSMEN AND RELATED TRADES WORKERS,-0.76924825,5.363149
71271,Air-conditioning/Refrigeration equipment mechanic,7,CRAFTSMEN AND RELATED TRADES WORKERS,-1.5665094,5.779415
71272,Air-conditioning/Refrigeration plant installer,7,CRAFTSMEN AND RELATED TRADES WORKERS,-1.5096601,5.7217193
